2008,1,9,AAPL,Sell,100
2008,1,16,AAPL,Buy,100
2008,1,14,AAPL,Sell,100
2008,1,22,AAPL,Buy,100
2008,2,28,AAPL,Sell,100
2008,3,6,AAPL,Buy,100
2008,3,11,AAPL,Sell,100
2008,3,18,AAPL,Buy,100
2008,3,18,AAPL,Sell,100
2008,3,26,AAPL,Buy,100
2008,3,24,AAPL,Sell,100
2008,3,31,AAPL,Buy,100
2008,4,1,AAPL,Sell,100
2008,4,8,AAPL,Buy,100
2008,4,16,AAPL,Sell,100
2008,4,23,AAPL,Buy,100
2008,4,18,AAPL,Sell,100
2008,4,25,AAPL,Buy,100
2008,4,21,AAPL,Sell,100
2008,4,28,AAPL,Buy,100
2008,4,24,AAPL,Sell,100
2008,5,1,AAPL,Buy,100
2008,5,1,AAPL,Sell,100
2008,5,8,AAPL,Buy,100
2008,5,27,AAPL,Sell,100
2008,6,3,AAPL,Buy,100
2008,7,1,AAPL,Sell,100
2008,7,9,AAPL,Buy,100
2008,7,7,AAPL,Sell,100
2008,7,14,AAPL,Buy,100
2008,8,5,AAPL,Sell,100
2008,8,12,AAPL,Buy,100
2008,8,8,AAPL,Sell,100
2008,8,15,AAPL,Buy,100
2008,9,18,AAPL,Sell,100
2008,9,25,AAPL,Buy,100
2008,9,19,AAPL,Sell,100
2008,9,26,AAPL,Buy,100
2008,9,30,AAPL,Sell,100
2008,10,7,AAPL,Buy,100
2008,10,10,AAPL,Sell,100
2008,10,17,AAPL,Buy,100
2008,10,13,AAPL,Sell,100
2008,10,20,AAPL,Buy,100
2008,10,22,AAPL,Sell,100
2008,10,29,AAPL,Buy,100
2008,10,28,AAPL,Sell,100
2008,11,4,AAPL,Buy,100
2008,10,30,AAPL,Sell,100
2008,11,6,AAPL,Buy,100
2008,11,13,AAPL,Sell,100
2008,11,20,AAPL,Buy,100
2008,11,24,AAPL,Sell,100
2008,12,2,AAPL,Buy,100
2008,12,8,AAPL,Sell,100
2008,12,15,AAPL,Buy,100
2009,1,2,AAPL,Sell,100
2009,1,9,AAPL,Buy,100
2009,1,22,AAPL,Sell,100
2009,1,29,AAPL,Buy,100
2009,3,10,AAPL,Sell,100
2009,3,17,AAPL,Buy,100
2009,3,23,AAPL,Sell,100
2009,3,30,AAPL,Buy,100
2009,5,26,AAPL,Sell,100
2009,6,2,AAPL,Buy,100
2009,7,22,AAPL,Sell,100
2009,7,29,AAPL,Buy,100
2009,9,16,AAPL,Sell,100
2009,9,23,AAPL,Buy,100
2009,10,20,AAPL,Sell,100
2009,10,27,AAPL,Buy,100
2009,10,21,AAPL,Sell,100
2009,10,28,AAPL,Buy,100
2009,11,9,AAPL,Sell,100
2009,11,16,AAPL,Buy,100
2009,11,23,AAPL,Sell,100
2009,12,1,AAPL,Buy,100
2009,12,9,AAPL,Sell,100
2009,12,16,AAPL,Buy,100
2009,12,24,AAPL,Sell,100
2009,12,30,AAPL,Buy,100
2008,9,19,ACE,Sell,100
2008,9,26,ACE,Buy,100
2008,10,13,ACE,Sell,100
2008,10,20,ACE,Buy,100
2008,10,28,ACE,Sell,100
2008,11,4,ACE,Buy,100
2008,10,29,ACE,Sell,100
2008,11,5,ACE,Buy,100
2008,11,21,ACE,Sell,100
2008,12,1,ACE,Buy,100
2008,9,18,AFL,Sell,100
2008,9,25,AFL,Buy,100
2008,9,30,AFL,Sell,100
2008,10,7,AFL,Buy,100
2008,10,28,AFL,Sell,100
2008,11,4,AFL,Buy,100
2008,11,24,AFL,Sell,100
2008,12,2,AFL,Buy,100
2008,12,16,AFL,Sell,100
2008,12,23,AFL,Buy,100
2008,9,11,AGN,Sell,100
2008,9,18,AGN,Buy,100
2009,3,24,AGN,Sell,100
2009,3,31,AGN,Buy,100
2009,7,1,AIG,Sell,100
2009,7,9,AIG,Buy,100
2009,8,5,AIG,Sell,100
2009,8,12,AIG,Buy,100
2009,8,20,AIG,Sell,100
2009,8,27,AIG,Buy,100
2009,8,27,AIG,Sell,100
2009,9,3,AIG,Buy,100
2009,9,21,AIG,Sell,100
2009,9,28,AIG,Buy,100
